사업번호,자치구,법정동,사업구분,운영구분,추진위원회/조합명,대표지번,진행단계,상태,토지등 소유자 수,정비구역명칭,정비구역위치,정비구역면적(㎡),건축연면적(㎡),용도지역,용도지구,택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),공공공지면적(㎡),학교면적(㎡),기타면적(㎡),주용도,건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,60㎡이하,60㎡초과~85㎡이하,85㎡초과,임대세대총수,(임대)40㎡이하,(임대)40㎡초과~50㎡이하,(임대)50㎡초과,건축계획비고
11470-900000138,양천구,신정동,재개발(도시정비형),추진위원회,신정3재정비촉진3-1구역 도시환경정비사업 조합설립추진위원회,신정동 1190-1,조합설립추진위원회승인,운영,79,신정3재정비촉진3-1구역,양천구 신정3동 1190-1번지,20536.9,91621.0,,,,,,,,,,"주상복합,오피스텔,근린생활시설",55.98,529.99,79.0,23.0,4.0,0,,,,0,,,,
11545-900001245,금천구,가산동,재개발(도시정비형),조합,전자투표 테스트 조합,가산동 555-55,조합설립인가,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-100004034,영등포구,양평동,재개발(도시정비형),조합,69. 양평제12구역 도시환경정비사업조합,양평동1가 243-1,관리처분인가,운영,382,양평제12구영도시환경정비사업조합,영등포구 양평동1가 265-1,37561.8,97466.66,준공업지역,,,3673.8,2389.4,,,,,,19.32,279.05,,35.0,2.0,539,262.0,277.0,,168,42.0,42.0,84.0,
11170-100004002,용산구,한강로3가,재개발(도시정비형),조합,용산역전면 제2구역 도시환경정비사업조합,한강로3가 391,이전고시,운영,77,용산역전면 제2구역 도시환경정비사업조합,한강로2가 391,18956.8,15102.76,일반상업지역,도시환경정비구역,8754.9,892.55,3592.2,,,,7520.0,공동주택업무시설판매시설,49.98,991.37,1474.0,39.0,9.0,151,,,151.0,0,,,,
11110-100003018,종로구,종로6가,재개발(도시정비형),조합,종로6가 도시환경정비사업 조합,종로6가 117,조합해산,운영,83,종로6가 도시환경정비구역,종로구 종로6가 82-1번지,12556.3,,일반상업지역,,9665.4,,2890.9,,,,,,60.0,660.0,75.0,,,234,,,234.0,0,,,,
11170-900000172,용산구,한강로1가,재개발(도시정비형),조합,한강로구역 도시환경정비사업조합,한강로1가 158-,조합설립인가,운영,268,한강로도시환경정비사업,용산구 한강로1가 158 일대,41744.0,172156.25,일반상업지역준주거지역제1종일반주거지역제2종일반주거지역제3종일반주거지역,중심지미관지구방화지구,41744.0,1854.0,7400.5,,,,,공동주택 업무시설 판매시설 근린생활시설,22.64,448.01,119.0,38.0,5.0,476,204.0,202.0,70.0,0,,,,
11110-100008013,종로구,창신동,재개발(도시정비형),추진위원회,창신4구역 도시환경정비사업 조합설립추진위원회,창신동 330-1,조합설립추진위원회승인,운영,184,창신4도시정비형 재개발사업 정비구역,창신동 329번지,11915.3,,일반상업지역,중심미관지구  방화지구,8976.8,1778.0,,247.0,,,1428.0,주거 판매,60.0,950.0,121.0,36.0,6.0,420,84.0,189.0,147.0,0,,,,
11170-100004001,용산구,한강로2가,재개발(도시정비형),조합,용산역전면 제3구역 도시환경정비사업조합,한강로2가 342,이전고시,운영,98,용산역전면 제3구역,용산구 한강로2가 342번지,24788.0,,일반상업지역,중심지미관지구 / 특별계획구역,12019.9,10581.4,2186.7,,1395.73,,,공동주택업무판매,49.62,962.25,149.0,40.0,,194,,,194.0,0,,,,
11470-900001203,양천구,목동,재개발(도시정비형),공공지원자,목동 523번지 일대 도시정비형 재개발사업(역세권 활성화 사업),목동 523,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11230-900001149,동대문구,이문동,재개발(도시정비형),공공지원자,신이문2 역세권 도시정비형 재개발정비사업,이문동 170-65,정비계획 수립,운영,167,신이문2 역세권 도시정비형 재개발정비사업,동대문구 이문동 170-65,18004.0,125104.71,제2종일반주거지역(7층이하) 준주거지역,,16806.8,862.5,334.7,,,,,공동주택 및 부대복리시설,32.28,451.67,105.0,36.0,6.0,454,186.0,127.0,141.0,276,41.0,53.0,182.0,
11170-900000831,용산구,한강로3가,재개발(도시정비형),조합,정비창전면 제3구역 도시정비형 재개발 정비사업 조합,한강로3가 40-19,조합설립인가,운영,29,정비창전면 제3구역 도시정비형 재개발사업,용산구 한강로3가 40-19,5805.0,60904.79,일반상업지역,중심지미관지구 / 방화지구,5805.0,468.0,0.0,0.0,1000.0,0.0,0.0,공동주택 외,57.64,959.26,120.0,25.0,5.0,128,,108.0,20.0,0,,,,
11560-900000555,영등포구,양평동,재개발(도시정비형),추진위원회,71. 양평제14구역 도시환경정비사업 조합설립추진위원회,양평동2가 29-6,조합설립추진위원회승인,운영,127,양평제14구역 도시환경정비사업 ,영등포구 선유서로 25길 5(양평동2가31-2),11082.1,,준공업지역,공동주택(아파트)및 부대복리시설 근린생활시설,,,,,,,,,,,,,,0,,,,0,,,,
11560-100004020,영등포구,영등포동,재개발(도시정비형),조합,영등포1-13재정비촉진구역 도시환경정비사업 조합,영등포동5가 32-8,관리처분인가,운영,202,영등포1의13구역 도시환경정비사업,영등포구 영등포동5가 32-8 ,27049.0,107377.58,준주거지역,,17200.0,2227.3,6315.0,0.0,0.0,0.0,0.0,주거,42.29,397.98,99.0,33.0,3.0,398,93.0,305.0,,261,,93.0,168.0,
11410-900000075,서대문구,충정로3가,재개발(도시정비형),조합,마포로5구역제2지구 도시정비형재개발사업조합,충정로3가 250-,조합설립인가,운영,86,미포로5구역제2지구도시환경정비사업,서대문구 충정로3가 250-70 ,5596.2,31284.27,준주거지역제3종일반주거지역,중심지미관지구 방화지구,3631.23,,,,427.45,0.0,0.0,공동주택,59.54,526.12,70.0,19.0,4.0,198,166.0,32.0,,0,,,,
11170-100004005,용산구,한강로3가,재개발(도시정비형),조합,국제빌딩주변 제4구역 도시환경정비사업조합,한강로3가 63-70,이전고시,운영,316,국제빌딩주변 제4구역 도시환경정비사업조합,용산구 한강로3가 63-70번지 ,53441.06,385429.61,일반상업지역,중심미관지구 방화지구,28718.08,6877.0,14508.6,2961.7,,,0.0,공동주택 비주거시설 종교시설,47.8,745.5,14255.0,40.0,7.0,409,,,409.0,84,,84.0,,임대주택(미포함)
11470-900000176,양천구,신정동,재개발(도시정비형),추진위원회,신정3재정비촉진지구2구역 도시환경정비사업조합설립추진위원회,신정동 1182-1,조합설립추진위원회승인,운영,101,신정3재정비촉진지구2구역 도시환경정비사업,양천구 신정동 1182-1,15046.6,56268.29,근린상업지역,일반미관지구최고고도지구,9645.6,3617.0,1508.0,934.0,0.0,0.0,0.0,,60.0,530.0,80.0,23.0,,294,,205.0,89.0,16,,13.0,3.0,
11230-900000889,동대문구,용두동,재개발(도시정비형),조합,용두1구역(6지구) 공공재개발사업,용두동 14-1,조합설립인가,운영,135,용두1구역6지구 공공재개발사업 주민대표회의,동대문구 용두동 14-1,20780.4,,,,,,,,,,,,,,,,,0,,,,0,,,,
11200-900000696,성동구,용답동,재개발(도시정비형),조합,장안평 중고차매매센터 도시정비형 재개발정비사업조합,용답동 234,조합설립인가,운영,506,장안평 중고차매매센터 재개발정비구역,성동구 용답동 234-0,29883.7,338658.92,유통상업지역,해당없음,29883.7,,,,,,,자동차 매매관련 복합 시설,59.79,599.6,108.0,29.0,6.0,0,,,,0,,,,공동주택 없음
11260-100003040,중랑구,상봉동,재개발(도시정비형),조합,상봉7재정비촉진구역 도시환경정비사업조합,상봉동 88,사업시행인가,운영,180,상봉7재정비촉진구역,중랑구 상봉동 88,16503.1,143708.0,일반상업지역,재정비촉진지구,11124.3,83.0,3994.1,0.0,0.0,0.0,1301.7,업무 판매 주거 문화,59.98,816.99,140.0,43.0,7.0,423,148.0,217.0,58.0,88,,,88.0,
11110-100003002,종로구,교남동,재개발(도시정비형),조합,돈의문1구역도시환경정비사업조합,교남동 62-1,조합해산,운영,989,돈의문1구역도시환경정비사업조합,종로구 교남동 62-1,152639.0,375580.71,주거. 판매. 업무,일반(주거상업)지역,100393.1,24447.6,6328.8,1053.2,,0.0,20416.3,주거. 판매. 업무,28.17,258.06,69.0,21.0,5.0,2048,603.0,958.0,487.0,496,244.0,201.0,51.0,
11440-900001205,마포구,마포동,재개발(도시정비형),추진위원회,마포로1구역 제23지구 도시정비형 재개발사업 조합,마포동 350,조합설립추진위원회승인,운영,358,마로포1구역 제23지구 도시정비형 재개발사업,마포구 마포동 350-0,4243.5,,,,,,,,,,,,,,,,,0,,,,0,,,,
11290-100017001,성북구,하월곡동,재개발(도시정비형),조합,신월곡1구역 도시환경정비사업조합,하월곡동 88-142,관리처분인가,운영,459,신월곡 제1구역 도시환경정비사업,성북구 하월곡동 88번지 일대,55112.0,423361.68,일반상업지역,중심미관지구,40600.0,9081.0,4786.0,,,,645.0,주거판매업무,42.05,679.84,149.0,46.0,6.0,1996,823.0,922.0,251.0,213,,57.0,156.0,
11560-900000504,영등포구,문래동,재개발(도시정비형),조합,45. 문래동4가 도시환경정비구역 재개발정비사업조합,문래동4가 23-6,조합설립인가,운영,649,문래동4가 도시환경정비구역,문래동4가 23-6,94087.0,,준공업지역,일반 미관지구,62464.0,10128.0,20295.0,,,,1200.0,공동주택 산업시설,,,,,,915,277.0,524.0,114.0,199,,137.0,62.0,
11110-900000012,종로구,사직동,재개발(도시정비형),조합,사직제2구역 도시환경정비사업 조합,사직동 311-10,사업시행인가,운영,275,사직2구역 도시환경정비사업구역,종로구 사직동 311-10번지,34268.84,73609.7,제2종 일반주거지역(7층),자연경관지구 역사문화미관지구,27329.24,988.6,0.0,3822.4,2128.6,0.0,,공동주택,31.75,176.82,42.0,12.0,2.0,403,153.0,200.0,50.0,83,28.0,55.0,,
11560-100004011,영등포구,영등포동,재개발(도시정비형),조합,영등포1-11재정비촉진구역 도시환경정비사업조합,영등포동5가 30,조합설립인가,운영,306,영등포1-11 도시환경정비구역,영등포구 영등포동5가 30번지,17391.8,140366.98,,일반상업지역,10829.0,2656.7,1262.0,,,,410.0,판매/영업 근린생활 업무,55.35,770.0,130.0,39.0,7.0,647,241.0,300.0,106.0,171,42.0,,129.0,
11560-900000503,영등포구,문래동,재개발(도시정비형),공공지원자,44. 문래동2?3가 도시환경정비사업,문래동2가 14-84,정비구역지정,운영,0,문래동2?3가 도시환경정비사업,문래동2가 14-84,89056.0,,"준공업지역, 일반상업지역","중심지 미관지구, 일반 미관지구",55876.0,23946.0,5014.0,1540.0,,,2680.0,"공동주택, 전략시설, 산업시설",,,,,,916,325.0,491.0,100.0,54,,35.0,19.0,
11560-900000513,영등포구,영등포동,재개발(도시정비형),조합,영등포1-12 재정비촉진구역 재개발정비사업 조합,영등포동5가 22-3,조합설립인가,운영,409,영등포1-12 재정비촉진구역,영등포동5가 22-3,16256.0,,일반상업지역,중심지미관지구,10578.5,3605.6,1035.9,,,,1036.0,주거판매업무,59.0,750.0,130.0,38.0,5.0,378,280.0,98.0,,35,35.0,,,
11230-900001211,동대문구,용두동,재개발(도시정비형),조합,용두1구역(4지구) 도시정비형재개발사업(지정개발자방식),용두동 26-3,조합설립인가,운영,16,청량리재정비촉진지구 용두1구역(4지구) 도시정비형재개발사업,동대문구 용두동 26-3,1923.0,11118.7,준주거지역 정비구역,재정비촉진지구,1360.5,562.5,0.0,0.0,0.0,0.0,0.0,공동주택(아파트) 및 부대복리시설,49.79,548.97,56.0,18.0,4.0,60,15.0,45.0,,0,,,,기타. 비주거시설(별도)
11230-900001212,동대문구,이문동,재개발(도시정비형),조합,신이문역세권 장기전세주택 도시정비형 재개발사업,이문동 168-1,조합설립인가,운영,464,신이문역세권 장기전세주택 도시정비형 재개발사업,동대문구 이문동 168-1,39717.8,202075.19,준주거지역 (1차 역세권지역),,,,,,,,,공동주택 근린생활시설,30.9,450.51,13.0,40.0,4.0,899,57.0,,842.0,366,60.0,,306.0,
11200-900001217,성동구,금호동,재개발(도시정비형),추진위원회,(가칭)금호동2가 684번지 일원 도시정비형재개발정비사업,금호동2가 684,조합설립추진위원회승인,운영,193,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900000674,용산구,한강로2가,재개발(도시정비형),조합,신용산역북측 제2구역 도시환경정비사업조합,한강로2가 2-138,사업시행인가,운영,98,신용산역북측제2구역 도시정비형재개발정비사업조합,용산구 한강로2가 2-194호,22380.0,143501.77,일반상업지역 준주거지역 제3종일반주거지역 제2종일반주거지역,미관지구(중심지 미관지구),13956.0,8424.0,,,,,,업무시설 공동주택,60.0,1000.0,100.0,38.0,4.0,0,,,,0,,,,분양298세대임대26세대
11560-900000580,영등포구,당산동,재개발(도시정비형),공공지원자,52. 당산제3구역 도시환경정비구역,당산동3가 410-,정비계획 수립,일시중단,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11290-900000055,성북구,길음동,재개발(도시정비형),조합,신길음1구역 재개발정비사업 조합,길음동 31-1,조합설립인가,운영,85,신길음1구역 재개발정비사업,길음동 31-1번지 일대,8390.0,58381.53,일반상업지역 준주거지역,중심미관지구,5705.0,2685.0,,,,,,판매시설업무시설주거시설,56.36,667.12,103.0,34.0,6.0,234,52.0,182.0,,80,12.0,68.0,,가 설계안에 따른 주택공급계획으로 확정되지 않았습니다.
11410-900000064,서대문구,홍제동,재개발(도시정비형),추진위원회,홍제3구역도시환경정비사업조합설립추진위원회,홍제동 306-2,조합설립추진위원회승인,운영,83,홍제3구역도시환경정비사업 조합설립추진위원회,서대문구 홍제동 306-2번지 ,6506.0,39110.0,"일반상업, 준주거",재정비촉진구역,5237.0,513.0,,,756.0,,,"공동주택,판매시설",59.98,648.0,125.0,,,0,,,,0,,,,
11410-900000076,서대문구,홍제동,재개발(도시정비형),조합,홍제제2구역 도시환경정비사업조합,홍제동 326-5,조합설립인가,운영,45,홍제제2구역 도시환경정비사업 조합,서대문구 홍제동 326-5,3069.0,27267.75,일반상업지역 2종일반주거지역,중심미관지구,2282.2,573.6,,,141.6,,71.6,주거복합,57.74,699.5,170.0,35.0,7.0,106,47.0,59.0,,18,15.0,3.0,,
11590-100007000,동작구,흑석동,재개발(도시정비형),추진위원회,흑석2재정비촉진구역 도시환경정비사업 조합설립추진위원회,흑석동 99-3,조합설립추진위원회승인,운영,300,흑석2재정비촉진구역 재개발정비사업 주민대표회의,동작구 흑석동 99-3번지 ,45229.0,137512.95,제2종일반주거지역(7층) 제2종일반주거지역(12층) 제3종일반주거지역 준주거지역 ,중심지 미관지구,278.79,117.72,49.02,,,,6.76,주상복합 및 업무시설,54.3,400.0,141.0,35.0,6.0,508,28.0,363.0,117.0,101,,80.0,21.0,
11740-900000149,강동구,천호동,재개발(도시정비형),조합,천호4촉진구역 도시환경정비사업 조합,천호동 410-100,일반분양승인,운영,1218,천호4촉진구역,강동구 천호동 410-100번지 일원,17281.0,154455.12,일반상업지역,재정비촉진지구,1375.67,250.35,11.34,,,,,공동주택/판매시설/업무시설,60.0,793.0,11926.0,38.0,6.0,499,,499.0,,150,34.0,116.0,,
11560-900000502,영등포구,문래동,재개발(도시정비형),공공지원자,43. 문래동1?2가 도시환경정비구역,문래동1가 70-1,정비구역지정,운영,0,문래동1?2가 도시환경정비구역,영등포구 문래동1가 70-1,96329.0,,"준공업지역, 일반상업지역, 자연녹지지역",중심지 미관지구,53328.0,36879.0,2222.0,3900.0,,,,공동주택,,,,,,809,263.0,458.0,88.0,41,,27.0,14.0,
11560-900000514,영등포구,영등포동,재개발(도시정비형),공공지원자,30. 영등포1-14 재정비촉진구역,영등포동5가 34-16,정비구역지정,운영,29,영등포1-14 재정비촉진구역,영등포동5가 34-16,4307.0,,일반상업지역,-,2764.0,1543.0,,,,,,"판매, 근린생활, 업무, 주거",48.0,5.4,70.0,22.0,2.0,54,17.0,21.0,16.0,0,,,,
11170-900000619,용산구,한강로2가,재개발(도시정비형),조합,신용산역북측 제1구역 도시환경정비사업조합,한강로2가 2-116,사업시행인가,운영,106,신용산역북측 제1구역 도시환경저비사업,용산구 한강로2가 2-116,13963.1,70111.45,일반상업지역 준주거지역 제3종일반주거지역 제2종 일반주거지역,미관지구 방화지구,9400.0,4469.0,,,,,188.0,업무시설,41.18,828.65,100.0,30.0,4.0,218,22.0,128.0,68.0,29,21.0,,8.0,
11410-900001235,서대문구,홍제동,재개발(도시정비형),공공지원자,홍제지구중심 역세권활성화사업,홍제동 298-9,정비계획 수립,운영,407,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900001255,용산구,효창동,재개발(도시정비형),공공지원자,효창동 역세권 장기전세주택 도시정비형 재개발사업,효창동 5-307,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900001256,용산구,한강로3가,재개발(도시정비형),공공지원자,빗물펌프장구역 도시정비형 재개발사업,한강로3가 40-881,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900001257,용산구,한강로1가,재개발(도시정비형),공공지원자,삼각맨션 부지 도시정비형 재개발사업,한강로1가 231-30,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900000695,용산구,한강로3가,재개발(도시정비형),조합,정비창전면 제1구역 재개발 정비사업조합,한강로3가 40-641,조합설립인가,운영,467,정비창전면 제1구역 도시환경정비사업,용산구 한강로3가 40-641,71901.0,295581.83,제23종 일반주거 준주거지역 일반상업지역,-,41874.0,20238.0,3991.0,0.0,4597.0,0.0,1200.0,업무판매주거,59.13,800.0,120.0,35.0,4.0,678,43.0,404.0,231.0,99,,,99.0,
11560-900000772,영등포구,문래동,재개발(도시정비형),조합,영등포 대선제분 일대 재개발1구역 제1지구,문래동3가 16-32,사업시행인가,운영,33,영등포 대선제분 일대 재개발1구역 제1지구 재개발사업,영등포구 문래동3가 16-32,2200.7,17024.11,준주거지역,제1종지구단위계획구역 가축사육제한구역 대공방어협조구역 정비구역 과밀억제권역,1987.9,190.0,0.0,0.0,22.8,0.0,0.0,근린 및 주거,55.2,599.87,66.0,19.0,4.0,125,125.0,,,16,16.0,,,
11560-900001134,영등포구,신길동,재개발(도시정비형),추진위원회,신길16의7구역 가로주택정비사업,신길동 355-347,조합설립추진위원회승인,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900000809,영등포구,당산동,재개발(도시정비형),추진위원회,영등포유통상가 시장정비사업 조합설립추진위원회,당산동2가 30-2,조합설립추진위원회승인,운영,970,영등포유통상가 시장정비사업,영등포구 당산동2가 30-2,2175.41,,준공업지역.일반미관지구. 유통업무시설.지구단위계획구역,,,,,,,,,,,,,,,0,,,,0,,,,
11410-900001125,서대문구,북아현동,재개발(도시정비형),공공지원자,(가칭)북아현4재정비촉진구역,북아현동 221-7,정비계획 수립,운영,86,북아현4재정비촉진구역 도시정비형재개발사업,서대문구 북아현동 221-7,7078.0,,준주거지역,제1종지구단위계획구역(2020-08-13/북아현지구),6246.5,831.5,0.0,0.0,0.0,0.0,0.0,공동주택 및 근린생활시설 등,60.0,550.06,92.0,30.0,,366,212.0,154.0,,25,25.0,,,
11560-900001129,영등포구,신길동,재개발(도시정비형),공공지원자,여의대방신길역세권 장기전세주택사업(도시정비형 재개발),신길동 1343,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900001130,영등포구,도림동,재개발(도시정비형),공공지원자,도림2동 역세권 장기전세주택사업(도시정비형 재개발),도림동 239-12,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11650-900001191,서초구,방배동,재개발(도시정비형),추진위원회,내방세권역활성화사업,방배동 872-11,조합설립추진위원회승인,운영,0,내방역세권활성화사업,서초구 방배동 872-11,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900000709,용산구,한강로3가,재개발(도시정비형),추진위원회,용산역전면 제1-2구역 재개발사업 조합설립추진위원회,한강로3가 40-712,조합설립추진위원회승인,운영,9,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900001044,영등포구,문래동,재개발(도시정비형),공공지원자,대선제분 일대 도시정비형 재개발2구역,문래동1가 13,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11200-900001284,성동구,금호동,재개발(도시정비형),추진위원회,(가칭)금호동2가 421-1번지 일원 도시정비형 재개발정비사업,금호동2가 421-1,조합설립추진위원회승인,운영,160,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11380-900001264,은평구,대조동,재개발(도시정비형),공공지원자,역촌역세권(대조동) 재개발사업,대조동 59-1,정비구역지정,운영,0,역촌역세권(대조동) 도시정비형 재개발사업,은평구 대조동 59-1,37274.5,,,,,,,,,,,,,,,,,0,,,,0,,,,
11440-900001172,마포구,합정동,재개발(도시정비형),공공지원자,합정역세권 도시정비형 재개발구역,합정동 376-3,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11380-900001225,은평구,신사동,재개발(도시정비형),공공지원자,새절역세권(신사동) 장기전세주택 건립사업,신사동 338-41,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11110-900000887,종로구,신문로1가,재개발(도시정비형),추진위원회,신문로 2-12구역 공공재개발 정비사업,신문로1가 158,조합설립추진위원회승인,운영,7,신문로 2-12구역 공공재개발 정비사업,종로구 신문로1가 158-0,1237.1,22094.01,일반상업지역,방화지구,1163.8,73.3,0.0,0.0,0.0,0.0,0.0,주상복합,75.9,1559.96,90.0,29.0,1.0,183,183.0,,,105,105.0,,,
