사업번호,자치구,법정동,사업구분,운영구분,추진위원회/조합명,대표지번,진행단계,상태,토지등 소유자 수,정비구역명칭,정비구역위치,정비구역면적(㎡),건축연면적(㎡),용도지역,용도지구,택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),공공공지면적(㎡),학교면적(㎡),기타면적(㎡),주용도,건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,60㎡이하,60㎡초과~85㎡이하,85㎡초과,임대세대총수,(임대)40㎡이하,(임대)40㎡초과~50㎡이하,(임대)50㎡초과,건축계획비고
11380-100001053,은평구,응암동,재개발(주택정비형),조합청산,응암제11구역 주택재개발정비사업조합,응암동 455,조합청산,운영,141,응암제11구역주택재개발정비구역,은평구 응암동 455-0,36242.8,36242.8,제2종 일반주거지역,,29162.6,3785.1,3295.1,,,,,공동주택 및 부대복리시설,30.0,214.71,68.0,24.0,4.0,646,299.0,345.0,2.0,114,52.0,50.0,12.0,
11380-100001036,은평구,불광동,재개발(주택정비형),조합,불광제5 주택재개발정비사업 조합,불광동 238,관리처분인가,운영,1486,불광5주택재개발정비구역,은평구 불광동 238 244 272번지,117939.0,386176.26,제2종 일반주거지역,중심지미관지구,99420.0,6833.0,8881.0,,2805.0,,,공동주택 및 부대복리시설,19.6,235.01,68.0,24.0,3.0,2013,937.0,975.0,101.0,374,180.0,111.0,83.0,
11380-900000142,은평구,증산동,재개발(주택정비형),조합,증산5재정비촉진구역 주택재개발정비사업 조합,증산동 195-,관리처분인가,운영,975,증산5 재정비 촉진구역 주택 재개발 정비 사업,은평구 증산동 195번지,112573.0,265583.95,"제 2종(7,2)일반주거지역, 제3종 일반주거지역",일반미관지구,71157.0,16244.0,1996.0,9988.0,583.0,12605.0,,공동주택,24.96,263.7,92.0,30.0,3.0,1412,274.0,774.0,364.0,292,117.0,117.0,58.0,
11290-900000159,성북구,성북동,재개발(주택정비형),조합,성북제2구역 주택재개발정비사업 조합,성북동 226-,사업시행인가,운영,361,성북제2구역주택재개발정비사업,성북동 226-103번지,75072.8,37918.07,제1종 전용주거지역 자연녹지지역,자연경관지구,62469.9,7847.7,4458.9,,296.3,,,공동주택 및 부대복리시설,35.9,89.13,14.0,4.0,3.0,195,61.0,134.0,,0,,,,단독주택 별도
11440-900000801,마포구,염리동,재개발(주택정비형),공공지원자,염리동 488-14번지 일대 정비계획 수립 및 정비구역 지정 진행 지역,염리동 488-14,정비계획 수립,운영,647,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-100003006,용산구,청파동,재개발(주택정비형),조합,청파제1구역 재개발정비사업조합,청파동2가 11-1,조합설립인가,운영,460,청파제1구역 재개발정비사업조합,용산구 청파동2가 11-1번지,32390.4,112533.03,제2종 일반주거지역(7층이하) 제3종 일반주거지역,,26549.6,3060.3,,,,,2667.3,공동주택 및 부대복리시설,25.72,249.86,80.0,25.0,3.0,581,310.0,183.0,88.0,116,93.0,19.0,4.0,
11380-100001065,은평구,수색동,재개발(주택정비형),조합,수색8재정비촉진구역 주택재개발 정비사업조합,수색동 16-2,관리처분인가,운영,329,수색 8구역 주택재개발 정비사업조합,수색동 16-2번지,29884000.0,833.35,제2종 일반주거지역,,29884.0,9512.0,,,,,,주택 및 근생,24.0,263.89,64.0,,,479,170.0,309.0,,99,40.0,40.0,19.0,
11560-100004029,영등포구,도림동,재개발(주택정비형),조합청산,도림제16구역 주택재개발정비사업조합,도림동 162-94,조합청산,운영,420,영등포구 도림 제16 주택재개발정비구역,영등포구 도림동 162-94,53378.0,1370052.81,3종일반주거지역,준공업지역,53378.0,2937.0,1857.0,1963.0,36366.0,0.0,10255.0,공동주택,15.28,247.41,31.0,30.0,3.0,689,56.0,519.0,114.0,147,60.0,60.0,27.0,
11380-100001033,은평구,불광동,재개발(주택정비형),조합청산,불광제3구역주택재개발정비사업조합,불광동 17,조합청산,운영,1018,불광제3구역주택재개발정비사업조합,은평구 불광동 17번지 일대,77298.0,201877.98,제2종일반주거지역,주택재개발정비사업지구,58598.0,3367.0,7936.0,,184.0,5120.0,2093.0,주택(아파트),23.3,214.42,46.0,15.0,3.0,1185,554.0,518.0,113.0,147,147.0,,,
11200-900000044,성동구,성수동,재개발(주택정비형),조합,성수전략정비구역제3지구주택재개발정비사업조합,성수동2가 572-7,조합설립인가,운영,960,성수전략정비구역 제3지구,성동구 성수동2가 572-7번지,114193.0,,일반주거지역,"미관지구,방화지구",65005.0,28171.0,16768.0,,4199.0,,,공동주택,18.35,316.78,150.0,,,1537,367.0,800.0,370.0,315,34.0,78.0,203.0,
11590-100005006,동작구,노량진동,재개발(주택정비형),조합,노량진4재정비촉진구역 조합,노량진동 227-5,관리처분인가,운영,417,노량진촉진4구역,노량진227-5,40512.5,137273.18,제1종 일반주거지역 제2종 일반주거지역(혼재),,31540.8,5554.7,1508.0,,,,1909.0,공동주택 및 부대복리시설,22.82,247.48,90.0,30.0,5.0,699,338.0,361.0,,145,58.0,64.0,23.0,
11200-100001001,성동구,행당동,재개발(주택정비형),조합,행당제7구역 주택재개발정비사업조합,행당동 128,일반분양승인,운영,536,행당제7구역주택재개발사업,성동구행당1동128번지,48345.3,121304.0,제1.2종주거지역,,33316.2,4131.0,10374.0,,,,,공동주택및 부대복리시설,20.87,249.64,,35.0,3.0,805,343.0,396.0,66.0,141,58.0,68.0,15.0,임대포함
11380-100001052,은평구,갈현동,재개발(주택정비형),조합,갈현제1구역 주택재개발정비사업조합,갈현동 300,관리처분인가,운영,2649,갈현 제1주택재개발 정비사업,은평구 갈현동 300번지 일대,238850.9,652769.93,일반주거지역 자연녹지지역,1종2종3종,175794.9,30137.0,4478.0,11586.0,2264.4,7752.0,1489.0,공동주택(아파트) 및 부대복리시설,32.59,230.43,62.0,22.0,6.0,3484,1246.0,1566.0,672.0,640,300.0,262.0,78.0,
11440-100006006,마포구,아현동,재개발(주택정비형),조합,아현제4 주택재개발정비사업 조합,아현동 380,준공인가,운영,863,아현제4구역주택재개발정비사업조합,마포구 아현동 380번지,64357.7,,제2종일반주거지역,,53686.7,6568.4,3247.0,,179.6,676.0,,,22.53,227.81,,,,949,271.0,477.0,201.0,201,201.0,,,
11470-100001012,양천구,신월동,재개발(주택정비형),조합,신정1재정비촉진구역3지구 주택재개발정비사업 조합,신월동 606,사업시행인가,운영,138,신정재정비촉진지구 제1구역 3지구 주택재개발 정비사업,양천구 신월동 606-0,11363.8,29411.9,23종일반주거지역,고도지구(공항고도지구원추표면),25678.62,2906.6,821.4,,276.8,,260.2,공동주택(아파트),20.9,253.88,56.0,20.0,2.0,175,38.0,137.0,,36,18.0,18.0,,
11440-100005001,마포구,염리동,재개발(주택정비형),조합,염리2구역 주택재개발정비사업 조합(뉴타운),염리동 45,조합해산,운영,509,염리제2주택재개발구역,마포구 염리동 45번지,51748.3,148603.41,제2종일반주거지역,,37197.2,7821.3,2824.8,,,1491.0,2414.0,공동주택,21.21,244.1,71.0,25.0,4.0,767,306.0,449.0,12.0,160,80.0,64.0,16.0,
11380-100001047,은평구,녹번동,재개발(주택정비형),조합청산,녹번제1구역제1지구주택재개발정비사업조합,녹번동 53,조합청산,운영,519,녹번제1구역제1지구,녹번동 53번지,39128.0,1286033.11,2종 일반주거지역,"일반미관지구,중심미관지구",33834.0,1813.21,3127.79,,,,,아파트및 부대복리시설,23.34,244.99,59.0,20.0,3.0,770,470.0,296.0,4.0,182,87.0,76.0,19.0,
11200-100002009,성동구,성수동,재개발(주택정비형),조합,성수전략정비구역 제1지구 주택재개발정비사업조합,성수동1가 72-10,조합설립인가,운영,1332,성수전략정비구역 제1지구,성동구 성수동1가 72-10번지,194398.0,422268.26,제2종제3종 일반주거지역자연녹지지역,역사문화미관지구,105595.0,39800.0,33612.0,,4115.0,10528.0,748.0,,21.47,309.22,50.0,,,2414,129.0,1704.0,581.0,495,52.0,130.0,313.0,
11230-900000765,동대문구,답십리동,재개발(주택정비형),조합,답십리자동차부품상가 도시정비형 재개발정비사업조합,답십리동 952,조합설립인가,운영,553,답십리자동차부품상가 도시정비형 재개발정비사업,동대문구 답십리동 952-0,17882.0,179241.6,주거지역상업지역,,14094.0,2093.0,1695.0,,,,,공동주택 및 판매시설,59.26,799.87,1021.0,29.0,9.0,493,103.0,352.0,38.0,125,31.0,38.0,56.0,
11560-100004036,영등포구,신길동,재개발(주택정비형),조합,신길제2구역 주택재개발정비사업조합,신길동 190,조합설립인가,운영,888,신길제2구역,영등포구 신길동 190-0,116898.0,471.47,3종일반 주거지역,,92.63,15357.0,9156.0,,2523.0,,,공동주택,16.6,299.88,110.0,35.0,4.0,2105,878.0,1021.0,206.0,681,129.0,129.0,423.0,
11380-100001032,은평구,응암동,재개발(주택정비형),조합청산,응암제2구역 주택재개발정비사업 조합,응암동 36,조합청산,운영,1699,응암제2구역 주택재개발정비사업,은평구 응암동 363753번지,120765.2,362515.83,1종.2종 일반 주거지역,중심지 미관지구,99598.6,13305.6,7247.0,537.0,77.0,0.0,0.0,공동주택 및 부대복리시설,22.06,239.37,72.0,23.0,3.0,2179,1297.0,794.0,88.0,390,189.0,162.0,39.0,
11590-100010000,동작구,대방동,재개발(주택정비형),조합,노량진7재정비촉진구역 조합,대방동 13-31,관리처분인가,운영,376,노량진7재정비촉진구역,동작구 대방동 13-31번지,33613.0,,,,22478.0,2533.5,6887.6,,890.4,365.0,,공동주택,20.96,228.97,,,,420,82.0,268.0,70.0,90,44.0,36.0,10.0,
11380-100001069,은평구,증산동,재개발(주택정비형),조합,증산2재정비촉진구역 주택재개발정비사업 조합,증산동 213-20,조합해산,운영,827,증산2재정비촉진구역 주택재개발정비사업조합,은평구 증산동 213-20번지,78755.2,206742.9,2종 일반주거지역,재정비촉진지구,55607.2,18652.0,4595.0,0.0,0.0,0.0,0.0,공동주택 및 부대복리시설,21.3,251.0,92.0,30.0,3.0,1149,302.0,847.0,,237,213.0,24.0,,
11410-100003002,서대문구,홍은동,재개발(주택정비형),조합,홍은제14구역주택재개발정비사업조합,홍은동 19-19,조합해산,운영,269,홍은제14구역 주택재개발정비사업조합,서대문구 홍은동 19-19번지,229.34,73994.22,제2종일반주거지역,-,18560.0,2983.0,1391.0,,,,,공동주택및부대복리시설,29.7,246.97,61.0,21.0,3.0,497,226.0,252.0,19.0,75,33.0,32.0,10.0,
11410-100006001,서대문구,연희동,재개발(주택정비형),조합,연희제1구역 주택재개발정비사업조합,연희동 533,철거신고,운영,521,연희제1구역 주택재개발정비사업,서대문구 연희동 533번지,55173.0,146775.0,도시지역 제2종일반주거지역,해당없음,37722.0,9850.0,3258.0,1036.0,0.0,0.0,3307.0,공동주택(아파트) 및 부대복리시설,21.92,246.72,5755.0,20.0,3.0,1002,530.0,468.0,4.0,206,80.0,90.0,36.0,임대포함
11140-100002006,중구,신당동,재개발(주택정비형),조합,신당제9구역 주택재개발정비사업조합,신당동 432-1008,조합설립인가,운영,153,신당제9 주택재개발정비구역,중구 신당2동 432-1008번지,18651.0,54028.85,제2종일반주거지역(7층이하)   제3종일반주거지역,최고고도지구(7층28m이하)   일반미관지구,17672.0,375.0,,,,,604.0,공동주택 및 부대복리시설,34.47,161.53,28.0,7.0,6.0,315,167.0,148.0,,0,,,,
11290-900000097,성북구,돈암동,재개발(주택정비형),조합,돈암6구역 주택재개발정비사업조합,돈암동 48-29,조합설립인가,운영,527,돈암제6 주택재개발정비구역,성북구 돈암동 48-29,47050.0,127865.64,제1종 및 제3종일반주거지역,중심미관지구일반미관지구,35244.0,9453.0,2353.0,,,,,공동주택,23.57,265.18,73.0,25.0,2.0,737,245.0,364.0,128.0,152,73.0,62.0,17.0,
11170-900000101,용산구,보광동,재개발(주택정비형),조합,한남4재정비촉진구역 주택재개발정비사업 조합,보광동 360,조합설립인가,운영,1207,한남4재정비촉진구역주택재개발정비사업조합설립추진위원회,용산구 보광동 360-0,160258.0,535877.18,제1종일반주거지역제2종일반주거지역(7층)제3종일반주거지역준주거지역,미관지구,115341.0,29763.0,8128.0,0.0,6540.0,0.0,486.0,아파트/부대복리시설,30.89,226.98,73.0,22.0,7.0,1981,664.0,616.0,701.0,350,117.0,172.0,61.0,
11230-100003013,동대문구,제기동,재개발(주택정비형),조합,제기제6구역주택재개발정비사업조합,제기동 120-104,관리처분인가,운영,198,제기제6주택재개발 정비구역,동대문구 제기동 120-104번지,24320.6,56302.97,제2종 일반주거지역,,17497.0,4006.1,2457.7,,359.8,,,아파트,24.97,239.81,49.0,19.0,2.0,312,98.0,162.0,52.0,65,28.0,28.0,9.0,
11230-100006044,동대문구,이문동,재개발(주택정비형),조합,이문4재정비촉진구역 주택재개발정비사업조합,이문동 86-1,관리처분인가,운영,1470,이문4재정비촉진구역,동대문구 이문동 86-1,148977.2,505257.98,일반주거지역,재정비촉진지구,44544.0,20861.6,11311.8,0.0,0.0,9781.6,2589.0,공동주택 및 부대복리시설,35.0,317.0,122.0,40.0,5.0,2700,1652.0,679.0,369.0,928,657.0,219.0,52.0,
11230-100007002,동대문구,답십리동,재개발(주택정비형),조합,답십리제16구역주택재개발정비사업조합,답십리동 178,조합해산,운영,1259,답십리제16주택재개발정비구역,동대문구 답십리동178번지일대,145976.0,396817.96,일반주거지역,2종일반주거지역,116693.8,15615.5,10476.0,1170.0,0.0,334.0,1687.0,공동주택(아파트),23.15,242.35,75.0,22.0,3.0,2656,996.0,1231.0,429.0,452,304.0,148.0,,
11590-100001001,동작구,노량진동,재개발(주택정비형),조합,노량진1재정비촉진구역 조합,노량진동 278-2,사업시행인가,운영,1081,노량진1재정비촉진구역,동작구 노량진동278-4번지,132132.0,471972.52,제3종 일반 주거지역,재정비촉진지구,106125.0,10237.0,9000.0,,,,6770.0,공동주택 및 부대시설,25.88,265.67,110.0,33.0,4.0,2461,1322.0,1041.0,98.0,531,214.0,180.0,137.0,
11290-100004001,성북구,성북동,재개발(주택정비형),조합,성북1구역 공공재개발 정비사업 주민대표회의,성북동 179-68,조합설립인가,운영,1192,성북제1구역주택재개발정비사업조합설립추지위원회,성북1동 179-68번지,127899.0,338500.8,"1종,2종일반주거지역",자연경관지구,106566.0,7516.0,4875.0,4659.0,4283.0,0.0,0.0,공동주택,27.0,221.04,,13.0,2.0,2044,551.0,1164.0,329.0,348,348.0,,,
11620-100003007,관악구,봉천동,재개발(주택정비형),조합청산,봉천제12-2구역 주택재개발정비사업조합,봉천동 1553-1,조합청산,운영,765,봉천제12-2구역 주택재개발구역,관악구 봉천동 1553-1번지,80836.0,221254.84,1 2 3종 일반주거지역,,60689.0,19413.8,76.0,477.2,,,1427.46,공동주택(아파트) 부대복리시설,24.68,244.85,57.0,20.0,3.0,1237,312.0,827.0,98.0,247,178.0,56.0,13.0,
11290-100015000,성북구,길음동,재개발(주택정비형),조합,길음2재정비촉진구역 주택재개발정비사업조합,길음동 498,조합해산,운영,1611,길음2재정비촉진구역,성북구 길음동 498번지,104979.3,331861.08,도시지역 제3종일반주거지역,재정비촉진지구,71423.0,17360.4,7769.5,5473.4,299.0,,,공동주택및근린생활시설,22.12,299.7,115.0,39.0,4.0,1660,875.0,691.0,94.0,339,169.0,136.0,34.0,
11230-900000913,동대문구,답십리동,재개발(주택정비형),조합,답십리제17구역 주택재개발정비사업,답십리동 12,착공신고,운영,155,답십리제17구역 주택재개발정비사업,동대문구 답십리동 12번지,13850.9,44577.97,제 2종 일반주거지역,,12307.6,869.3,674.0,,,,,아파트,27.18,243.11,62.0,21.0,2.0,268,150.0,118.0,,58,28.0,30.0,,
11410-900001218,서대문구,연희동,재개발(주택정비형),추진위원회,연희2구역 공공재개발사업,연희동 721-6,조합설립추진위원회승인,운영,0,연희2구역 주택정비형 공공재개발사업,서대문구 연희동 721-6,49745.0,104476.84,제1종 제2종 일반주거지역,,44263.4,1054.2,4427.4,,,,,공동주택,21.19,238.34,75.0,27.0,2.0,844,311.0,445.0,88.0,223,34.0,,189.0,
11590-100002006,동작구,흑석동,재개발(주택정비형),조합,흑석3재정비촉진구역 주택재개발정비사업조합,흑석동 253-89,착공신고,운영,1042,흑석3재정비 촉진구역,흑석동253-89번지 외 808필지,103497.4,168683.95,제12종 일반주거지역,,77410.3,16179.4,9549.4,,4245.9,358.3,1283.0,공동주택,23.67,244.77,572.0,20.0,5.0,1130,542.0,552.0,36.0,338,156.0,136.0,46.0,
11620-900000021,관악구,봉천동,재개발(주택정비형),조합,봉천제14구역 재개발정비사업조합,봉천동 1,조합설립인가,운영,668,봉천제14구역 재개발정비사업,봉천3동 4-51번지 일원,74264.5,148486.0, 제3종일반주거지역,,58782.2,9079.7,5134.1,,1268.5,,,공동주택 등,23.46,270.83,884.0,27.0,4.0,1311,643.0,560.0,108.0,260,95.0,85.0,80.0,1571세대
11170-900001144,용산구,서계동,재개발(주택정비형),공공지원자,서계동 33번지 일대 신속통합기획 주택재개발,서계동 33-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11305-900001145,강북구,번동,재개발(주택정비형),공공지원자,번동 441-3번지 일대 주택재개발정비사업,번동 441-3,정비계획 수립,운영,521,번동 441-3번지 일대 주택재개발정비사업,강북구 번동 441-3,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11740-900001168,강동구,천호동,재개발(주택정비형),공공지원자,(가칭)천호동 214-19번지 일대 재개발,천호동 214-19,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11620-100003010,관악구,봉천동,재개발(주택정비형),조합,봉천4-1-3구역 주택재개발정비사업조합,봉천동 480,사업시행인가,운영,493,관악구 봉천동 4-1-3구역 주택재개발 정비사업,관악구 봉천동 480번지,79832.0,160576.78,제2종 일반주거지역(7층) 제3종 일반주거지역,,35303.1,948.8,,3999.8,,,985.0,공동주택 및 부대복리시설 등,27.36,259.53,83.0,28.0,3.0,694,314.0,274.0,106.0,161,46.0,81.0,34.0,
11440-900000735,마포구,도화동,재개발(주택정비형),조합,마포로1구역 제10지구 도시정비형 재개발사업 조합,도화동 536,조합설립인가,운영,162,마포로1구역 제10지구 도시정비형 재개발사업 ,마포구 도화동 536,3280.5,44403.7,일반상업지역,주상복합지구,3280.5,76.5,,,,,,비주거,51.36,869.84,23.0,23.0,7.0,100,,,100.0,0,,,,
11200-100002000,성동구,용답동,재개발(주택정비형),조합,용답동 주택재개발정비사업조합,용답동 108-1,일반분양승인,운영,627,용답동 주택재개발정비사업조합,성동구 용답동 108-1번지,73341.0,231651.08,제3종 일반주거지역,제3종 일반주거지역,53959.0,9173.0,17796.0,,,,,공동주택(아파트),11.6,249.86,,35.0,2.0,1033,,783.0,250.0,218,102.0,87.0,29.0,
11590-100009000,동작구,대방동,재개발(주택정비형),조합,노량진8재정비촉진구역 조합,대방동 44-1,관리처분인가,운영,437,노량진8 재정비촉진구역 주택재개발정비사업조합,동작구 대방동 23-61번지,55742.9,154331.84,2종일반주거지역 2종일반주거(7층이하),-,42080.9,11424.0,0.0,0.0,1453.0,785.0,,공동주택,20.08,229.44,300.0,29.0,3.0,1007,497.0,462.0,48.0,172,80.0,70.0,22.0,0
11380-100001035,은평구,응암동,재개발(주택정비형),조합청산,응암제1구역 주택재개발정비사업조합,응암동 8,조합청산,운영,450,응암제1구역 주택재개발정비사업구역,은평구 응암동 8번지,43938.0,133165.9,제1종일반주거지역 제2종일반주거지역,일반/ 중심지 미관지구,35246.0,3621.0,3292.0,,,900.0,,공동주택 및 부대복리시설,19.2,227.49,68.0,23.0,5.0,745,151.0,483.0,111.0,127,63.0,48.0,16.0,
11560-100003010,영등포구,신길동,재개발(주택정비형),조합청산,신길11재정비촉진구역 주택재개발정비사업조합,신길동 329-94,조합청산,운영,302,신길11재정비촉진구역주택재개발정비사업조합,영등포구 신길동329-94외 522필지,50759.3,134054.78,제2종일반주거지역. 근린상업지역,일반미관지구,39762.6,6158.0,1929.8,608.6,,,2300.0,공동주택(아파트)및부대복리시설,17.69,228.9,77.0,25.0,3.0,836,252.0,335.0,249.0,151,61.0,71.0,19.0,
11380-100001057,은평구,수색동,재개발(주택정비형),조합,수색4재정비촉진구역 주택재개발 정비사업 조합,수색동 330-1,조합해산,운영,593,수색4재정비촉진구역,은평구 수색동 361-10,61898.0,178408.54,제2종 일반주거지역,대공방어협조구역 비행안전 2.5구역,45496.0,7294.0,3580.0,,2462.0,,270.0,공동주택및근린생활시설,23.98,256.29,7135.0,25.0,3.0,989,418.0,472.0,99.0,203,85.0,83.0,35.0,
11560-900000036,영등포구,신길동,재개발(주택정비형),조합청산,신길7재정비촉진구역 주택재개발정비사업 조합,신길동 2039,조합청산,운영,758,신길7재정비촉진구역,영등포구 신길동 1993외950필지,93728.5,259940.09,제2종일반주거지역,,8220.36,6664.4,1223.4,3604.1,,9999.2,,공동주택,17.18,239.58,7790.0,27.0,3.0,1391,333.0,662.0,396.0,130,55.0,54.0,21.0,
